,ID,Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,IsPureBreed,Breed1,Breed2,IsPopularBreed,AnimalSize,IsGoodWithKids,AnimalTemperament,AnimalTrainability,AnimalGrooming,Color1,Color2,IsPureColor,HasName,AgeGroup,WeekYear,WeekDay,WorkingDay,DayYear,Month,Quarter,Year,ExitHour,ExitMinute,IsOpen,Holiday,Sex,Fertile
148,149,,2015-08-04 09:00:00,0,Intact Female,365.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,0,1,32,1,1,216,8,2,2015,9,0,0,0,1,1
149,150,Schmidt,2014-05-13 15:17:00,0,Intact Male,30.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,20,1,1,133,5,1,2014,15,17,1,0,0,1
150,151,,2015-05-25 13:14:00,0,Spayed Female,1095.0,775,0,155,102,1,0,2,0,0,0,3,1,0,0,2,22,0,1,145,5,1,2015,13,14,1,0,1,0
151,152,,2013-12-09 16:07:00,0,Intact Male,730.0,775,0,155,102,1,0,2,0,0,0,3,1,0,0,2,50,0,1,343,12,3,2013,16,7,1,0,0,1
152,153,Suzie,2015-05-27 14:19:00,1,Spayed Female,150.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,0,22,2,1,147,5,1,2015,14,19,1,0,1,0
153,154,James,2014-01-23 14:45:00,1,Intact Male,730.0,553,0,115,102,1,0,2,0,0,0,4,1,0,1,2,4,3,1,23,1,0,2014,14,45,1,0,0,1
154,155,,2015-06-09 16:51:00,1,Spayed Female,90.0,1338,0,302,102,0,4,1,2,2,1,0,-1,0,0,0,24,1,1,160,6,1,2015,16,51,1,0,1,0
155,156,Mcnugget,2014-01-22 17:41:00,1,Spayed Female,120.0,569,0,114,54,0,2,1,2,2,2,1,5,0,1,0,4,2,1,22,1,0,2014,17,41,1,0,1,0
156,157,Koda,2015-12-17 14:50:00,1,Neutered Male,1825.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,3,51,3,1,351,12,3,2015,14,50,1,0,0,0
157,158,,2015-09-12 13:52:00,0,Intact Female,21.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,0,0,37,5,1,255,9,2,2015,13,52,1,0,1,1
158,159,Nikki,2013-12-16 14:02:00,0,Spayed Female,1095.0,1515,0,346,102,1,0,2,0,0,0,23,-1,0,1,2,51,0,1,350,12,3,2013,14,2,1,0,1,0
159,160,Tiny,2015-05-16 12:29:00,1,Neutered Male,730.0,1476,0,337,102,0,2,1,1,1,2,2,-1,1,1,2,20,5,1,136,5,1,2015,12,29,1,0,0,0
160,161,Daisy,2014-09-08 16:01:00,1,Spayed Female,730.0,561,0,114,29,0,3,1,1,1,1,20,1,0,1,2,37,0,1,251,9,2,2014,16,1,1,0,1,0
161,162,Cody,2014-08-13 14:44:00,1,Neutered Male,365.0,540,0,112,54,0,2,1,2,2,2,3,4,0,1,1,33,2,1,225,8,2,2014,14,44,1,0,0,0
162,163,,2015-03-06 09:50:00,1,Unknown,6.0,1023,0,235,102,1,4,1,1,1,1,0,-1,1,0,0,10,4,1,65,3,0,2015,9,50,0,0,2,2
163,164,Peaches,2015-06-27 17:37:00,0,Spayed Female,60.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,1,0,26,5,1,178,6,1,2015,17,37,1,0,1,0
164,165,Buddy,2015-10-19 12:07:00,1,Neutered Male,1095.0,383,0,76,10,0,3,1,1,1,1,6,1,0,1,2,43,0,1,292,10,2,2015,12,7,1,0,0,0
165,166,Sugar,2015-06-19 14:31:00,0,Spayed Female,60.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,0,25,4,1,170,6,1,2015,14,31,1,5,1,0
166,167,Tiger,2015-04-18 16:52:00,1,Neutered Male,365.0,1292,1,298,102,0,0,1,1,1,0,0,1,0,1,1,16,5,1,108,4,1,2015,16,52,1,0,0,0
167,168,Tovah,2014-06-07 12:07:00,1,Spayed Female,730.0,1287,0,295,102,0,3,1,0,0,1,0,1,0,1,2,23,5,1,158,6,1,2014,12,7,1,0,1,0
168,169,Gizmo,2015-01-14 19:18:00,1,Neutered Male,210.0,1061,0,234,78,0,4,1,1,1,1,12,-1,1,1,1,3,2,1,14,1,0,2015,19,18,1,0,0,0
169,170,Mack,2015-05-27 14:20:00,1,Neutered Male,60.0,553,0,115,102,1,0,2,0,0,0,0,-1,1,1,0,22,2,1,147,5,1,2015,14,20,1,0,0,0
170,171,,2014-06-20 09:00:00,0,Intact Male,1825.0,767,0,151,102,1,0,2,0,0,0,5,1,0,0,3,25,4,1,171,6,1,2014,9,0,0,6,0,1
171,172,Ellie Mae,2015-10-05 16:23:00,1,Spayed Female,730.0,553,0,115,102,1,0,2,0,0,0,4,1,0,1,2,41,0,1,278,10,2,2015,16,23,1,0,1,0
172,173,Ruca,2013-12-12 18:53:00,1,Spayed Female,1460.0,1293,0,299,102,1,0,1,1,1,0,0,-1,0,1,3,50,3,1,346,12,3,2013,18,53,1,0,1,0
173,174,Mamma Dog,2014-05-27 12:44:00,1,Spayed Female,1825.0,1293,0,299,102,1,0,1,1,1,0,0,-1,0,1,3,22,1,1,147,5,1,2014,12,44,1,0,1,0
174,175,Fluffy,2014-01-08 17:57:00,1,Neutered Male,730.0,1228,0,270,102,0,2,1,0,0,2,4,-1,1,1,2,2,2,1,8,1,0,2014,17,57,1,0,0,0
175,176,Teddy,2015-07-26 14:39:00,0,Intact Male,60.0,775,0,155,102,1,0,2,0,0,0,5,1,0,1,0,30,6,1,207,7,1,2015,14,39,1,0,0,1
176,177,Tooth,2015-01-08 15:39:00,1,Neutered Male,3650.0,553,0,115,102,1,0,2,0,0,0,4,1,0,1,5,2,3,1,8,1,0,2015,15,39,1,0,0,0
177,178,Stashes,2015-05-12 19:03:00,0,Neutered Male,300.0,767,0,151,102,1,0,2,0,0,0,5,1,0,1,1,20,1,1,132,5,1,2015,19,3,1,0,0,0
178,179,,2015-05-10 17:36:00,1,Spayed Female,1095.0,633,0,123,102,0,2,1,2,2,2,16,1,0,0,2,19,6,1,130,5,1,2015,17,36,1,4,1,0
179,180,,2014-06-07 17:10:00,1,Intact Female,240.0,660,0,126,30,0,3,1,1,1,1,1,0,0,0,1,23,5,1,158,6,1,2014,17,10,1,0,1,1
180,181,,2015-09-25 16:00:00,0,Intact Male,7.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,39,4,1,268,9,2,2015,16,0,1,0,0,1
181,182,Shakira,2014-10-19 18:40:00,0,Intact Female,60.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,42,6,1,292,10,2,2014,18,40,1,0,1,1
182,183,Claude,2015-02-23 12:11:00,1,Neutered Male,365.0,553,0,115,102,1,0,2,0,0,0,4,1,0,1,1,9,0,1,54,2,0,2015,12,11,1,0,0,0
183,184,Pollyanna,2014-07-02 16:43:00,1,Intact Female,365.0,672,1,132,102,0,2,1,2,2,2,6,-1,1,1,1,27,2,1,183,7,1,2014,16,43,1,0,1,1
184,185,Yaya,2015-12-19 17:57:00,1,Spayed Female,1095.0,553,0,115,102,1,0,2,0,0,0,0,1,0,1,2,51,5,1,353,12,3,2015,17,57,1,0,1,0
185,186,Denali,2015-02-07 11:35:00,1,Spayed Female,1460.0,23,1,9,102,0,4,1,1,1,2,15,1,0,1,3,6,5,1,38,2,0,2015,11,35,1,0,1,0
186,187,,2015-07-30 18:19:00,0,Intact Female,21.0,775,0,155,102,1,0,2,0,0,0,5,1,0,0,0,31,3,1,211,7,1,2015,18,19,1,0,1,1
187,188,Princess,2014-05-29 12:38:00,1,Spayed Female,730.0,1165,0,257,102,1,2,1,1,1,3,1,-1,1,1,2,22,3,1,149,5,1,2014,12,38,1,0,1,0
188,189,Cocoa,2013-11-19 14:47:00,1,Spayed Female,90.0,1059,0,234,76,0,4,1,1,1,1,9,1,0,1,0,47,1,1,323,11,2,2013,14,47,1,0,1,0
189,190,Elli,2014-02-24 18:38:00,1,Spayed Female,60.0,1073,0,234,114,0,4,1,1,1,1,4,-1,1,1,0,9,0,1,55,2,0,2014,18,38,1,0,1,0
190,191,Maypearl,2015-05-19 19:03:00,1,Spayed Female,1825.0,686,0,135,102,1,2,1,2,2,2,0,-1,1,1,3,21,1,1,139,5,1,2015,19,3,1,0,1,0
191,192,Moonbeam,2014-03-01 13:08:00,1,Spayed Female,1095.0,65,0,21,102,0,4,1,2,2,1,0,1,0,1,2,9,5,1,60,3,0,2014,13,8,1,0,1,0
192,193,Sydney,2014-04-05 15:24:00,1,Intact Female,150.0,91,0,28,102,0,3,1,2,2,1,3,-1,0,1,0,14,5,1,95,4,1,2014,15,24,1,0,1,1
193,194,,2015-05-05 14:09:00,1,Neutered Male,365.0,686,0,135,102,1,2,1,2,2,2,5,-1,1,0,1,19,1,1,125,5,1,2015,14,9,1,0,0,0
194,195,Sofie,2015-12-06 15:21:00,1,Spayed Female,60.0,491,0,104,102,0,4,2,0,0,1,4,1,0,1,0,49,6,1,340,12,3,2015,15,21,1,0,1,0
195,196,Muskogee,2015-12-29 13:44:00,0,Neutered Male,180.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,0,53,1,1,363,12,3,2015,13,44,1,0,0,0
196,197,Tera,2015-05-01 18:26:00,1,Spayed Female,365.0,868,0,186,92,0,4,1,2,2,1,5,0,0,1,1,18,4,1,121,5,1,2015,18,26,1,0,1,0
197,198,Obie,2015-03-01 17:58:00,1,Neutered Male,365.0,1293,0,299,102,1,0,1,1,1,0,3,1,0,1,1,9,6,1,60,3,0,2015,17,58,1,0,0,0
198,199,Princess,2015-03-06 12:28:00,1,Spayed Female,1460.0,507,0,105,30,0,4,1,2,2,1,5,1,0,1,3,10,4,1,65,3,0,2015,12,28,1,0,1,0
199,200,Cody,2014-09-13 12:02:00,1,Neutered Male,365.0,9,0,6,102,0,5,1,2,2,1,20,-1,1,1,1,37,5,1,256,9,2,2014,12,2,1,0,0,0
200,201,,2014-09-08 18:53:00,0,Unknown,5.0,775,0,155,102,1,0,2,0,0,0,3,-1,0,0,0,37,0,1,251,9,2,2014,18,53,1,0,2,2
201,202,Chloe,2014-10-14 14:52:00,0,Spayed Female,2190.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,3,42,1,1,287,10,2,2014,14,52,1,0,1,0
202,203,Moctezuma,2014-10-20 18:33:00,1,Neutered Male,270.0,1023,0,235,102,1,4,1,1,1,1,5,1,0,1,1,43,0,1,293,10,2,2014,18,33,1,0,0,0
203,204,,2014-11-01 18:46:00,1,Spayed Female,730.0,546,0,112,110,0,2,0,2,2,3,13,-1,1,0,2,44,5,1,305,11,2,2014,18,46,1,0,1,0
204,205,Oso,2015-10-09 19:02:00,1,Intact Male,730.0,553,0,115,102,1,0,2,0,0,0,4,-1,1,1,2,41,4,1,282,10,2,2015,19,2,1,0,0,1
205,206,Hope,2016-02-19 14:51:00,0,Spayed Female,730.0,775,0,155,102,1,0,2,0,0,0,10,-1,1,1,2,7,4,1,50,2,0,2016,14,51,1,0,1,0
206,207,Rocco,2014-12-04 17:29:00,1,Neutered Male,365.0,1459,0,323,92,0,5,1,1,1,1,5,4,0,1,1,49,3,1,338,12,3,2014,17,29,1,0,0,0
207,208,Tootie,2014-07-21 19:08:00,1,Intact Female,2920.0,553,0,115,102,1,0,2,0,0,0,5,1,0,1,4,30,0,1,202,7,1,2014,19,8,1,0,1,1
208,209,Cooper,2015-06-29 12:59:00,1,Neutered Male,730.0,532,0,111,102,0,0,2,0,0,0,9,-1,1,1,2,27,0,1,180,6,1,2015,12,59,1,0,0,0
209,210,T-Bone,2015-01-16 18:59:00,1,Neutered Male,730.0,584,0,114,111,0,3,1,1,1,1,5,13,0,1,2,3,4,1,16,1,0,2015,18,59,1,0,0,0
210,211,,2015-08-10 09:00:00,0,Intact Female,120.0,1515,0,346,102,1,0,2,0,0,0,17,-1,0,0,0,33,0,1,222,8,2,2015,9,0,0,0,1,1
211,212,Izzy,2015-06-29 12:41:00,1,Neutered Male,2920.0,1500,0,344,102,0,2,0,1,1,3,5,1,0,1,4,27,0,1,180,6,1,2015,12,41,1,0,0,0
212,213,Scrappy,2013-10-12 17:47:00,1,Neutered Male,1095.0,1415,0,318,102,0,3,1,2,2,1,5,1,0,1,2,41,5,1,285,10,2,2013,17,47,1,0,0,0
213,214,,2013-10-21 17:46:00,1,Spayed Female,365.0,91,0,28,102,0,3,1,2,2,1,6,-1,0,0,1,43,0,1,294,10,2,2013,17,46,1,0,1,0
214,215,,2015-05-05 13:28:00,0,Intact Female,14.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,0,0,19,1,1,125,5,1,2015,13,28,1,0,1,1
215,216,,2015-09-30 18:30:00,1,Spayed Female,1460.0,686,0,135,102,1,2,1,2,2,2,5,4,0,0,3,40,2,1,273,9,2,2015,18,30,1,0,1,0
216,217,,2015-09-19 12:20:00,0,Neutered Male,90.0,767,0,151,102,1,0,2,0,0,0,0,1,0,0,0,38,5,1,262,9,2,2015,12,20,1,0,0,0
217,218,X,2014-07-22 13:08:00,0,Spayed Female,365.0,775,0,155,102,1,0,2,0,0,0,2,-1,0,1,1,30,1,1,203,7,1,2014,13,8,1,0,1,0
218,219,Mango,2014-08-07 14:06:00,1,Neutered Male,365.0,450,0,96,102,0,2,1,2,2,2,0,-1,1,1,1,32,3,1,219,8,2,2014,14,6,1,0,0,0
219,220,Sassy,2014-11-24 13:16:00,1,Spayed Female,3285.0,1165,0,257,102,1,2,1,1,1,3,1,16,0,1,4,48,0,1,328,11,2,2014,13,16,1,0,1,0
220,221,Crystal,2015-08-19 11:02:00,1,Intact Female,730.0,1450,1,323,102,0,5,1,0,0,1,5,0,0,1,2,34,2,1,231,8,2,2015,11,2,1,0,1,1
221,222,,2015-07-21 09:00:00,0,Intact Male,60.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,30,1,1,202,7,1,2015,9,0,0,0,0,1
222,223,Isis,2014-11-28 11:13:00,0,Intact Female,30.0,1515,0,346,102,1,0,2,0,0,0,17,-1,0,1,0,48,4,1,332,11,2,2014,11,13,1,0,1,1
223,224,Talloulah,2016-01-13 17:30:00,1,Spayed Female,365.0,378,0,77,102,1,3,1,1,1,1,0,1,0,1,1,2,2,1,13,1,0,2016,17,30,1,0,1,0
224,225,Napoleon,2013-12-26 19:26:00,1,Intact Male,6205.0,553,0,115,102,1,0,2,0,0,0,0,-1,1,1,5,52,3,1,360,12,3,2013,19,26,1,10,0,1
225,226,Mocha,2015-02-27 15:35:00,1,Spayed Female,730.0,479,0,101,46,0,3,1,0,0,1,0,1,0,1,2,9,4,1,58,2,0,2015,15,35,1,0,1,0
226,227,,2015-05-26 17:15:00,0,Intact Female,30.0,775,0,155,102,1,0,2,0,0,0,23,-1,0,0,0,22,1,1,146,5,1,2015,17,15,1,0,1,1
227,228,,2015-06-04 18:53:00,1,Unknown,6.0,585,0,114,114,0,0,1,1,1,0,1,-1,1,0,0,23,3,1,155,6,1,2015,18,53,1,0,2,2
228,229,Choppa,2015-08-01 12:09:00,1,Neutered Male,730.0,54,0,18,102,0,0,1,1,1,0,1,3,0,1,2,31,5,1,213,8,2,2015,12,9,1,0,0,0
229,230,,2014-11-09 09:00:00,0,Intact Female,90.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,0,45,6,1,313,11,2,2014,9,0,0,0,1,1
230,231,Admiral,2015-08-16 18:53:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,3,-1,0,1,0,33,6,1,228,8,2,2015,18,53,1,0,0,0
231,232,Chloe,2014-12-18 17:37:00,1,Spayed Female,30.0,491,0,104,102,0,4,2,0,0,1,20,0,0,1,0,51,3,1,352,12,3,2014,17,37,1,0,1,0
232,233,,2015-09-19 18:53:00,0,Intact Female,7.0,774,1,154,102,1,0,2,0,0,0,0,-1,0,0,0,38,5,1,262,9,2,2015,18,53,1,0,1,1
233,234,Gracie,2014-01-16 17:49:00,1,Intact Female,1460.0,406,0,76,114,0,3,1,1,1,1,4,1,0,1,3,3,3,1,16,1,0,2014,17,49,1,0,1,1
234,235,Printer,2014-06-02 18:20:00,1,Neutered Male,1825.0,896,0,194,49,0,4,1,2,2,2,0,5,0,1,3,23,0,1,153,6,1,2014,18,20,1,0,0,0
235,236,Felix,2015-08-06 12:30:00,0,Neutered Male,60.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,0,32,3,1,218,8,2,2015,12,30,1,0,0,0
236,237,Peeve,2014-07-05 12:12:00,1,Neutered Male,1095.0,553,0,115,102,1,0,2,0,0,0,1,0,0,1,2,27,5,1,186,7,1,2014,12,12,1,0,0,0
237,238,,2014-02-06 13:30:00,1,Intact Female,60.0,1559,0,363,102,0,0,2,0,0,0,4,1,0,0,0,6,3,1,37,2,0,2014,13,30,1,0,1,1
238,239,Maggie,2015-01-18 18:22:00,1,Spayed Female,365.0,535,0,113,102,0,0,2,0,0,0,1,0,0,1,1,3,6,1,18,1,0,2015,18,22,1,0,1,0
239,240,,2014-07-26 14:31:00,0,Neutered Male,120.0,1545,0,356,102,0,0,2,0,0,0,9,-1,0,0,0,30,5,1,207,7,1,2014,14,31,1,0,0,0
240,241,,2013-12-19 18:09:00,1,Neutered Male,60.0,1023,0,235,102,1,4,1,1,1,1,9,1,0,0,0,51,3,1,353,12,3,2013,18,9,1,0,0,0
241,242,Popcorn,2014-06-26 12:11:00,1,Spayed Female,2190.0,553,0,115,102,1,0,2,0,0,0,1,4,0,1,3,26,3,1,177,6,1,2014,12,11,1,0,1,0
242,243,,2015-12-27 17:47:00,0,Neutered Male,60.0,772,0,153,102,1,0,2,0,0,0,0,-1,0,0,0,52,6,1,361,12,3,2015,17,47,1,10,0,0
243,244,Cat 1,2015-10-09 16:01:00,0,Spayed Female,1095.0,775,0,155,102,1,0,2,0,0,0,3,1,0,1,2,41,4,1,282,10,2,2015,16,1,1,0,1,0
244,245,Barney,2015-09-02 15:10:00,1,Neutered Male,730.0,1023,0,235,102,1,4,1,1,1,1,4,1,0,1,2,36,2,1,245,9,2,2015,15,10,1,0,0,0
245,246,Travis,2014-01-13 16:15:00,1,Neutered Male,2555.0,378,0,77,102,1,3,1,1,1,1,0,1,0,1,4,3,0,1,13,1,0,2014,16,15,1,0,0,0
246,247,Chester,2015-12-17 15:27:00,0,Neutered Male,365.0,775,0,155,102,1,0,2,0,0,0,0,1,0,1,1,51,3,1,351,12,3,2015,15,27,1,0,0,0
247,248,Edith,2014-01-17 12:01:00,0,Spayed Female,365.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,1,1,3,4,1,17,1,0,2014,12,1,1,0,1,0
248,249,Trigger,2015-04-28 14:05:00,1,Neutered Male,1095.0,1023,0,235,102,1,4,1,1,1,1,12,-1,1,1,2,18,1,1,118,4,1,2015,14,5,1,0,0,0
249,250,Eugene,2015-04-04 15:55:00,0,Neutered Male,30.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,0,14,5,1,94,4,1,2015,15,55,1,0,0,0
250,251,,2015-01-08 12:39:00,1,Intact Female,14.0,1293,0,299,102,1,0,1,1,1,0,5,1,0,0,0,2,3,1,8,1,0,2015,12,39,1,0,1,1
251,252,Biff,2015-12-17 17:01:00,1,Neutered Male,1460.0,32,0,12,102,0,5,1,0,0,1,1,5,0,1,3,51,3,1,351,12,3,2015,17,1,1,0,0,0
252,253,,2014-04-17 19:23:00,0,Intact Male,21.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,0,16,3,1,107,4,1,2014,19,23,1,0,0,1
253,254,Bjorn,2015-11-30 16:02:00,1,Neutered Male,1825.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,3,49,0,1,334,11,2,2015,16,2,1,0,0,0
254,255,,2014-08-24 15:34:00,0,Intact Female,21.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,0,0,34,6,1,236,8,2,2014,15,34,1,0,1,1
255,256,Pea Body,2015-12-16 12:36:00,1,Spayed Female,730.0,1217,0,266,102,0,2,1,2,2,2,16,-1,1,1,2,51,2,1,350,12,3,2015,12,36,1,0,1,0
256,257,,2013-12-04 12:44:00,1,Neutered Male,1825.0,553,0,115,102,1,0,2,0,0,0,0,4,0,0,3,49,2,1,338,12,3,2013,12,44,1,0,0,0
257,258,Isabella,2016-02-01 14:43:00,0,Spayed Female,365.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,1,1,5,0,1,32,2,0,2016,14,43,1,0,1,0
258,259,Tuffy,2015-07-15 11:53:00,1,Neutered Male,3285.0,1541,0,354,102,0,2,1,0,0,1,4,1,0,1,4,29,2,1,196,7,1,2015,11,53,1,0,0,0
259,260,,2015-11-13 17:13:00,1,Neutered Male,30.0,686,0,135,102,1,2,1,2,2,2,1,5,0,0,0,46,4,1,317,11,2,2015,17,13,1,0,0,0
260,261,Trooper,2015-10-07 11:34:00,1,Neutered Male,60.0,1155,0,255,102,0,2,1,0,0,1,5,4,0,1,0,41,2,1,280,10,2,2015,11,34,1,0,0,0
261,262,Libby,2015-10-18 15:03:00,1,Spayed Female,365.0,1293,0,299,102,1,0,1,1,1,0,5,1,0,1,1,42,6,1,291,10,2,2015,15,3,1,0,1,0
262,263,Mae,2014-05-26 17:19:00,1,Spayed Female,120.0,1023,0,235,102,1,4,1,1,1,1,12,-1,1,1,0,22,0,1,146,5,1,2014,17,19,1,0,1,0
263,264,Jak,2015-01-13 12:05:00,1,Neutered Male,730.0,115,0,27,54,0,3,1,2,2,1,6,1,0,1,2,3,1,1,13,1,0,2015,12,5,1,0,0,0
264,265,Molly,2013-12-14 12:31:00,1,Spayed Female,1825.0,553,0,115,102,1,0,2,0,0,0,6,1,0,1,3,50,5,1,348,12,3,2013,12,31,1,0,1,0
265,266,Cecil,2015-06-25 09:00:00,0,Neutered Male,1460.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,3,26,3,1,176,6,1,2015,9,0,0,0,0,0
266,267,,2014-10-24 15:07:00,1,Intact Male,90.0,553,0,115,102,1,0,2,0,0,0,4,1,0,0,0,43,4,1,297,10,2,2014,15,7,1,0,0,1
267,268,,2015-03-20 14:57:00,0,Intact Female,365.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,1,12,4,1,79,3,0,2015,14,57,1,0,1,1
268,269,,2015-02-25 09:00:00,0,Unknown,365.0,775,0,155,102,1,0,2,0,0,0,11,-1,1,0,1,9,2,1,56,2,0,2015,9,0,0,0,2,2
269,270,Licorice,2015-01-20 17:45:00,0,Neutered Male,120.0,774,1,154,102,1,0,2,0,0,0,1,5,0,1,0,4,1,1,20,1,0,2015,17,45,1,0,0,0
270,271,,2014-11-25 18:38:00,0,Intact Male,120.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,0,48,1,1,329,11,2,2014,18,38,1,9,0,1
271,272,,2014-07-21 10:43:00,0,Neutered Male,1095.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,2,30,0,1,202,7,1,2014,10,43,0,0,0,0
272,273,Albrecht,2015-12-19 15:47:00,1,Intact Male,365.0,186,0,36,102,0,3,1,0,3,1,0,5,0,1,1,51,5,1,353,12,3,2015,15,47,1,0,0,1
273,274,,2014-11-12 16:58:00,1,Neutered Male,2920.0,1374,1,306,102,0,1,1,0,0,2,0,-1,1,0,4,46,2,1,316,11,2,2014,16,58,1,0,0,0
274,275,,2015-03-28 12:16:00,0,Neutered Male,1825.0,775,0,155,102,1,0,2,0,0,0,5,1,0,0,3,13,5,1,87,3,0,2015,12,16,1,0,0,0
275,276,,2014-04-21 09:01:00,0,Intact Male,730.0,775,0,155,102,1,0,2,0,0,0,0,-1,0,0,2,17,0,1,111,4,1,2014,9,1,0,3,0,1
276,277,,2015-10-09 19:12:00,0,Unknown,7.0,775,0,155,102,1,0,2,0,0,0,3,-1,0,0,0,41,4,1,282,10,2,2015,19,12,1,0,2,2
277,278,,2014-01-24 14:28:00,0,Neutered Male,730.0,767,0,151,102,1,0,2,0,0,0,3,1,0,0,2,4,4,1,24,1,0,2014,14,28,1,0,0,0
278,279,Yammer,2015-10-17 13:35:00,0,Spayed Female,730.0,771,1,152,102,0,0,2,0,0,0,14,-1,1,1,2,42,5,1,290,10,2,2015,13,35,1,0,1,0
279,280,Purrmuffin,2014-04-27 12:25:00,0,Intact Female,365.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,1,17,6,1,117,4,1,2014,12,25,1,0,1,1
280,281,Piper,2014-02-16 14:42:00,1,Spayed Female,1095.0,1023,0,235,102,1,4,1,1,1,1,5,-1,1,1,2,7,6,1,47,2,0,2014,14,42,1,0,1,0
281,282,Jack,2015-12-08 13:56:00,1,Neutered Male,2190.0,31,1,11,102,0,5,1,0,0,1,3,1,0,1,3,50,1,1,342,12,3,2015,13,56,1,0,0,0
282,283,,2015-09-09 13:56:00,1,Intact Female,90.0,137,0,30,102,0,0,1,0,0,0,5,4,0,0,0,37,2,1,252,9,2,2015,13,56,1,0,1,1
283,284,Howard,2015-08-23 14:58:00,0,Neutered Male,90.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,0,34,6,1,235,8,2,2015,14,58,1,0,0,0
284,285,Dikembe,2014-08-06 11:16:00,1,Neutered Male,1825.0,1293,0,299,102,1,0,1,1,1,0,0,0,0,1,3,32,2,1,218,8,2,2014,11,16,1,0,0,0
285,286,Rufus,2015-02-13 15:12:00,1,Neutered Male,730.0,204,0,37,92,0,4,1,1,1,1,0,1,0,1,2,7,4,1,44,2,0,2015,15,12,1,0,0,0
286,287,,2015-05-09 09:00:00,0,Unknown,60.0,772,0,153,102,1,0,2,0,0,0,5,1,0,0,0,19,5,1,129,5,1,2015,9,0,0,0,2,2
287,288,,2014-09-12 15:49:00,0,Intact Male,7.0,775,0,155,102,1,0,2,0,0,0,3,1,0,0,0,37,4,1,255,9,2,2014,15,49,1,0,0,1
288,289,Cassandra,2014-02-25 16:39:00,1,Spayed Female,365.0,553,0,115,102,1,0,2,0,0,0,0,-1,1,1,1,9,1,1,56,2,0,2014,16,39,1,0,1,0
289,290,Chocolate,2014-05-04 14:59:00,1,Neutered Male,1095.0,824,0,181,102,0,0,2,0,0,0,5,1,0,1,2,18,6,1,124,5,1,2014,14,59,1,0,0,0
290,291,,2015-08-20 18:48:00,0,Neutered Male,150.0,775,0,155,102,1,0,2,0,0,0,0,1,0,0,0,34,3,1,232,8,2,2015,18,48,1,0,0,0
291,292,Maddie,2014-12-06 18:22:00,0,Spayed Female,90.0,775,0,155,102,1,0,2,0,0,0,8,-1,0,1,0,49,5,1,340,12,3,2014,18,22,1,0,1,0
292,293,,2015-09-29 13:47:00,0,Spayed Female,60.0,775,0,155,102,1,0,2,0,0,0,14,-1,1,0,0,40,1,1,272,9,2,2015,13,47,1,0,1,0
293,294,Ray,2014-01-28 15:25:00,0,Intact Male,1460.0,775,0,155,102,1,0,2,0,0,0,5,-1,1,1,3,5,1,1,28,1,0,2014,15,25,1,0,0,1
294,295,Zimba,2015-04-06 18:54:00,1,Neutered Male,2190.0,1293,0,299,102,1,0,1,1,1,0,0,1,0,1,3,15,0,1,96,4,1,2015,18,54,1,0,0,0
295,296,,2015-03-25 15:58:00,1,Intact Female,90.0,155,0,32,102,0,3,1,1,1,1,5,1,0,0,0,13,2,1,84,3,0,2015,15,58,1,0,1,1
296,297,Spike,2014-03-19 16:58:00,1,Neutered Male,730.0,750,0,145,102,0,4,0,2,2,1,5,4,0,1,2,12,2,1,78,3,0,2014,16,58,1,0,0,0
297,298,,2014-01-24 14:27:00,1,Intact Male,365.0,189,0,35,46,0,3,1,0,3,1,6,1,0,0,1,4,4,1,24,1,0,2014,14,27,1,0,0,1
298,299,Hanna,2013-10-12 16:01:00,1,Spayed Female,730.0,1052,0,234,53,0,4,1,1,1,1,4,1,0,1,2,41,5,1,285,10,2,2013,16,1,1,0,1,0
